title,author,current_price,original_price,discount_percent,rating,review_count,format,isbn,availability,bestseller_rank,category,product_url,image_url,scraped_at
Threshing Day (Wing and Claw Collection),Rebecca Yarros,24.99,,,4.5,15,Hardcover,9781682818084,Pre-Order,,Science Fiction & Fantasy | Romance | Fantasy Fiction | Paranormal Romance | Other Fantasy Fiction Categories | Epic Fantasy | Fantasy Romance | Fantasy Collections & Anthologies | Fantasy - Women of Lore,https://www.barnesandnoble.com/w/threshing-day-rebecca-yarros/1150799611?ean=9781682818084,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781682818084_p0.jpg?v=1784130778,2026-08-12T19:34:23+00:00
Theo of Golden: A Novel,Allen Levi,20.0,,,4.6,139,Paperback,9781668236512,Out of Stock,,Fiction | Literature | Fiction Subjects | Literary Fiction | Settings & Atmosphere - Fiction | Small Towns - Fiction,https://www.barnesandnoble.com/w/theo-of-golden-allen-levi/1143923011?ean=9781668236512,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781668236512_p0.jpg?v=1776257763,2026-08-12T19:34:23+00:00
Project Hail Mary,Andy Weir,22.0,,,4.7,158,Paperback,9780593135228,Out of Stock,,Science Fiction & Fantasy | High Tech and Hard Science Fiction | Space Exploration - Fiction | Social Science Fiction | Alternate Realities - Fiction | Science Fiction - Science of Space Travel | Science Fiction - Alien Contact | Science Fiction - Future History,https://www.barnesandnoble.com/w/project-hail-mary-andy-weir/1137456421?ean=9780593135228,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593135228_p0.jpg?v=1782873439,2026-08-12T19:34:23+00:00
A Court of Thorns and Roses 6,Sarah J. Maas,32.0,,,4.5,8,Hardcover,9781639739134,Pre-Order,,Science Fiction & Fantasy | Romance | Fantasy Fiction | Paranormal Romance | Epic Fantasy | Fantasy Romance,https://www.barnesandnoble.com/w/a-court-of-thorns-and-roses-6-sarah-j-maas/1149621379?ean=9781639739134,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781639739134_p0.jpg?v=1773083511,2026-08-12T19:34:23+00:00
The Odyssey: Translated by Emily Wilson,Homer,18.95,,,4.3,11,Paperback,9780393356250,Out of Stock,,Literature | Social Sciences | Poetry | Folklore & Mythology | Ancient & Classical Poetry | General & Miscellaneous Poetry | Greco-Roman Folklore & Mythology | Ancient Greek Poetry | Epic Poetry | New York Times Notable Fiction of 2018 | New York Times Notable Poetry of 2018 | Best Books of the Year | Best Books of the Year 2018 | New York Times Best Books of 2018,https://www.barnesandnoble.com/w/the-odyssey-homer/1129773507?ean=9780393356250,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780393356250_p0.jpg?v=1764986319,2026-08-12T19:34:23+00:00
A Court of Thorns and Roses 7,Sarah J. Maas,38.0,,,5.0,2,Hardcover,9798260200568,Pre-Order,,Science Fiction & Fantasy | Romance | Fantasy Fiction | Paranormal Romance | Epic Fantasy | Fantasy Romance,https://www.barnesandnoble.com/w/a-court-of-thorns-and-roses-7-sarah-j-maas/1149621378?ean=9798260200568,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798260200568_p0.jpg?v=1773083508,2026-08-12T19:34:23+00:00
Regime Change: Inside the Imperial Presidency of Donald Trump,Maggie Haberman,34.0,,,4.3,42,Hardcover,9781668067246,Out of Stock,,"Current Affairs & Politics | Politics & Government - General & Miscellaneous | United States Politics & Government | U.S. Politics in the Post Cold-War Era | U.S. Politics - General & Miscellaneous | Executive Branch | Federalism | U.S. Politics & Government - 2017- | U.S. Politics & Government - General & Miscellaneous | U.S. Politics & Government - 21st Century - General & Miscellaneous | The Executive Branch - General & Miscellaneous | Trump, Donald (1946-)->Political and social views",https://www.barnesandnoble.com/w/regime-change-maggie-haberman/1149840903?ean=9781668067246,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781668067246_p0.jpg?v=1784298426,2026-08-12T19:34:23+00:00
Yesteryear (GMA Book Club Pick),Caro Claire Burke,25.0,30.0,16.67,3.9,343,Hardcover,9780593804216,Out of Stock,,"Fiction | Mystery & Thrillers | Awards | Fiction Subjects | Humorous Fiction | Politics & Social Issues - Fiction | Thrillers | Satire | Sexism, Feminism & Gender Equality - Fiction | Psychological Suspense | Book Club Selections | Good Morning America Book Club | 2026 Good Morning America Book Club Picks | Barnes & Noble Discover Prize | 2026 Barnes & Noble Discover Prize | 2026 Barnes & Noble Discover Prize Finalists",https://www.barnesandnoble.com/w/yesteryear-caro-claire-burke/1147793810?ean=9780593804216,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593804216_p0.jpg?v=1775530100,2026-08-12T19:34:23+00:00
Dungeon Crawler Carl (Dungeon Crawler Carl Series #1),Matt Dinniman,20.0,,,4.8,90,Paperback,9780593820254,Out of Stock,,"Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | January 2026 Barnes & Noble Monthly Picks | Science Fiction, Fantasy, & Horror Book Awards | Arthur C. Clarke Award | 2026 Arthur C. Clarke Award | 2026 Arthur C. Clarke Award Shortlist",https://www.barnesandnoble.com/w/dungeon-crawler-carl-matt-dinniman/1145437169?ean=9780593820254,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593820254_p0.jpg?v=1768501114,2026-08-12T19:34:23+00:00
The Calamity Club: A Novel,Kathryn Stockett,30.0,35.0,14.29,4.7,219,Hardcover,9781954118812,Out of Stock,,"Fiction | Fiction Subjects | Historical Fiction | Women's Fiction | Business, Work, & Money - Fiction | 20th Century Historical Fiction - General & Miscellaneous | Women - Sense of Place | Depressions & Recessions - Fiction",https://www.barnesandnoble.com/w/the-calamity-club-kathryn-stockett/1147098401?ean=9781954118812,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781954118812_p0.jpg?v=1779235212,2026-08-12T19:34:23+00:00
Adversary to the Villain (B&N Exclusive Edition) (Assistant and the Villain #4),Hannah Nicole Maehrer,14.99,19.99,25.01,5.0,2,BN Exclusive (Paperback),9781682817230,Out of Stock,,Romance | Romantic Fiction Themes | Paranormal Romance | Romantic Comedy | Fantasy Romance,https://www.barnesandnoble.com/w/adversary-to-the-villain-hannah-nicole-maehrer/1148285004,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781682817230_p0.jpg?v=1771623548,2026-08-12T19:34:23+00:00
Mac & Cheese: The Origin Story (B&N Exclusive Edition) (Delicious Duos Series),Michael L. Benner,19.99,,,5.0,40,BN Exclusive (Hardcover),9798225096687,Out of Stock,,Kids | Fiction & Literature - Kids | Humor - Kids Fiction | Food - Kids Fiction | Emotions & Behaviors - Kids Fiction | Humorous stories->Miscellanea->Children's fiction,https://www.barnesandnoble.com/w/mac-cheese-michael-l-benner/1147905670,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798225096687_p0.jpg?v=1776968395,2026-08-12T19:34:23+00:00
Whistler: A Novel,Ann Patchett,27.0,30.0,10.0,4.8,75,Hardcover,9780063511637,Out of Stock,,Fiction | Literature | Fiction Subjects | American Fiction | Family & Friendship - Fiction | Literary Fiction | 21st Century American Fiction | Adoption & Stepfamilies - Fiction,https://www.barnesandnoble.com/w/whistler-ann-patchett/1148504538?ean=9780063511637,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780063511637_p0.jpg?v=1774471825,2026-08-12T19:34:23+00:00
"The Deal (Off-Campus, #1)",Elle Kennedy,16.99,18.99,10.53,4.5,59,Paperback,9781775293934,Out of Stock,,Romance | Romantic Fiction Themes | Contemporary Romance | Other Romance Categories | Erotic Romance | Sports Romance | Romance - New Adult | Contemporary Romance - General,https://www.barnesandnoble.com/w/the-deal-elle-kennedy/1121202984?ean=9781775293934,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781775293934_p0.jpg?v=1779141993,2026-08-12T19:34:23+00:00
Carl's Doomsday Scenario (Dungeon Crawler Carl #2),Matt Dinniman,25.0,30.0,16.67,4.7,26,Hardcover,9780593820261,Out of Stock,,Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction,https://www.barnesandnoble.com/w/carls-doomsday-scenario-matt-dinniman/1145070342?ean=9780593820261,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593820261_p0.jpg?v=1765122403,2026-08-12T19:34:23+00:00
Red Rising (Red Rising Series #1),Pierce Brown,16.0,18.0,11.11,4.5,137,Paperback,9780345539809,Out of Stock,,Science Fiction & Fantasy | Fiction | Fiction Subjects | Social Science Fiction | Settings & Atmosphere - Fiction | Science Fiction - Societies & Cultures | Utopias/Dystopias - Fiction | Hi-Lo Fiction,https://www.barnesandnoble.com/w/red-rising-pierce-brown/1110614785?ean=9780345539809,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780345539809_p0.jpg?v=1764920989,2026-08-12T19:34:23+00:00
"Heartstopper, Volume 6",Alice Oseman,16.99,19.99,15.01,4.7,12,Paperback,9781546102441,Out of Stock,,Teens & YA | Teen Fiction | Romance - Teen Fiction | Comics & Graphic Novels - Teen Fiction | LGBT Fiction - Teen Fiction | YOUNG ADULT FICTION->Comics & Graphic Novels->Romance | YOUNG ADULT FICTION->Comics & Graphic Novels | LGBT comics and graphic novels->Teen fiction,https://www.barnesandnoble.com/w/heartstopper-volume-6-alice-oseman/1148360297?ean=9781546102441,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781546102441_p0.jpg?v=1781577698,2026-08-12T19:34:23+00:00
Murdoku: 80 Murder Mystery Logic Puzzles,Manuel Garand,18.99,,,4.9,10,Paperback,9781454961796,Out of Stock,,"Activity & Game Books | Sudoku | Puzzles, Brain Teasers & Logic Games | Sudoku puzzles | Logic puzzles",https://www.barnesandnoble.com/w/murdoku-manuel-garand/1147152028?ean=9781454961796,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781454961796_p0.jpg?v=1768964177,2026-08-12T19:34:23+00:00
Dungeon Crawler Carl (Dungeon Crawler Carl Series #1),Matt Dinniman,25.0,30.0,16.67,4.8,90,Hardcover,9780593820247,Out of Stock,,"Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | January 2026 Barnes & Noble Monthly Picks | Science Fiction, Fantasy, & Horror Book Awards | Arthur C. Clarke Award | 2026 Arthur C. Clarke Award | 2026 Arthur C. Clarke Award Shortlist",https://www.barnesandnoble.com/w/dungeon-crawler-carl-matt-dinniman/1145437169?ean=9780593820247,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593820247_p0.jpg?v=1768501112,2026-08-12T19:34:23+00:00
The Dungeon Anarchist's Cookbook (Dungeon Crawler Carl #3),Matt Dinniman,25.0,30.0,16.67,4.4,28,Hardcover,9780593820285,Out of Stock,,Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction,https://www.barnesandnoble.com/w/the-dungeon-anarchists-cookbook-matt-dinniman/1145437166?ean=9780593820285,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593820285_p0.jpg?v=1765122222,2026-08-12T19:34:23+00:00
The Wedding People: A Novel,Alison Espach,18.99,,,4.5,68,Paperback,9781250899552,Out of Stock,3120,Fiction | Awards | Fiction Subjects | Humorous Fiction | Women's Fiction | Love & Relationships - Fiction | Humorous Fiction - General | Women - Self Realization | Marriage - Fiction | Barnes & Noble Book Club Selections 2024 | Read with Jenna Today Book Club Picks 2024 | Book Club Selections | Barnes & Noble Book Club | Read with Jenna Today Book Club | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | August 2026 Barnes & Noble Monthly Picks,https://www.barnesandnoble.com/w/the-wedding-people-alison-espach/1144054625?ean=9781250899552,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781250899552_p0.jpg?v=1785810845,2026-08-12T19:34:23+00:00
"The Score (Off-Campus, #3)",Elle Kennedy,16.99,18.99,10.53,4.8,16,Paperback,9781775293958,Out of Stock,,Romance | Contemporary Romance | Other Romance Categories | Sports Romance | Romance - New Adult,https://www.barnesandnoble.com/w/the-score-elle-kennedy/1122824500?ean=9781775293958,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781775293958_p0.jpg?v=1779141991,2026-08-12T19:34:23+00:00
"The Mistake (Off-Campus, #2)",Elle Kennedy,16.99,18.99,10.53,4.3,13,Paperback,9781775293941,Out of Stock,,Romance | Contemporary Romance | Other Romance Categories | Sports Romance | Romance - New Adult,https://www.barnesandnoble.com/w/the-mistake-elle-kennedy/1114716266?ean=9781775293941,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781775293941_p0.jpg?v=1779141992,2026-08-12T19:34:23+00:00
The Knave and the Moon (B&N Exclusive Edition),Rachel Gillig,25.0,30.0,16.67,5.0,2,BN Exclusive (Hardcover),9780316608329,Pre-Order,,Science Fiction & Fantasy | Romance | Fantasy Fiction | Paranormal Romance | Epic Fantasy | Dark Fantasy | Fantasy Romance,https://www.barnesandnoble.com/w/the-knave-and-the-moon-rachel-gillig/1148304786,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780316608329_p0.jpg?v=1786044653,2026-08-12T19:34:23+00:00
A Parade of Horribles (Dungeon Crawler Carl #8),Matt Dinniman,27.0,32.0,15.62,4.9,26,Hardcover,9798217190065,Out of Stock,,Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction,https://www.barnesandnoble.com/w/a-parade-of-horribles-matt-dinniman/1148612407?ean=9798217190065,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798217190065_p0.jpg?v=1781837685,2026-08-12T19:34:23+00:00
The Gate of the Feral Gods (Dungeon Crawler Carl #4),Matt Dinniman,25.0,30.0,16.67,4.8,17,Hardcover,9780593955970,Out of Stock,,Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction,https://www.barnesandnoble.com/w/the-gate-of-the-feral-gods-matt-dinniman/1146460801?ean=9780593955970,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593955970_p0.jpg?v=1765123642,2026-08-12T19:34:23+00:00
Ransom (Gabriel Allon Series #26),Daniel Silva,22.4,32.0,30.0,4.4,7,Hardcover,9780063384224,Out of Stock,,Mystery & Thrillers | Thrillers | Suspense Fiction | Espionage Thrillers | Action Thrillers,https://www.barnesandnoble.com/w/ransom-daniel-silva/1149314386?ean=9780063384224,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780063384224_p0.jpg?v=1775506654,2026-08-12T19:34:23+00:00
Our Last Resort: A Novel (B&N Exclusive Edition),Clémence Michallon,18.0,,,3.2,10,BN Exclusive (Paperback),9798217010967,Out of Stock,,Mystery & Thrillers | Fiction | Fiction Subjects | Thrillers | Crimes - Fiction | Suspense Fiction | Psychological Suspense | Criminals - Fiction | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | July 2026 Barnes & Noble Monthly Picks,https://www.barnesandnoble.com/w/our-last-resort-clemence-michallon/1146395859,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798217010967_p0.jpg?v=1777398627,2026-08-12T19:34:23+00:00
Fahrenheit 451: A Novel,Ray Bradbury,17.0,,,4.2,82,Paperback,9781451673319,Out of Stock,,Fiction | Science Fiction & Fantasy | Movie & TV Tie-Ins | Fiction Subjects | Books at the Movies | Social Science Fiction | Alternate Realities - Fiction | Other Science Fiction Categories | Settings & Atmosphere - Fiction | Politics & Social Issues - Fiction | Science Fiction & Fantasy - Books at the Movies | Science Fiction - Future History | Science Fiction - Societies & Cultures | Science Fiction Classics | Totalitarian States & Occupied Countries - Fiction | Utopias/Dystopias - Fiction,https://www.barnesandnoble.com/w/fahrenheit-451-ray-bradbury/1100383286?ean=9781451673319,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781451673319_p0.jpg?v=1766001115,2026-08-12T19:34:23+00:00
Remarkably Bright Creatures,Shelby Van Pelt,19.99,,,4.6,92,Paperback,9780063204164,Out of Stock,,Fiction | Awards | Fiction Subjects | Phases of Life - Fiction | Family & Friendship - Fiction | Animals - Fiction | Old Age - Fiction | Family Illness & Death - Fiction | Animals - General - Fiction | Friendship - Fiction | Read with Jenna Today Book Club Picks 2022 | Book Club Selections | Read with Jenna Today Book Club | Barnes & Noble Monthly Picks | Previous Barnes & Noble Monthly Picks | 2025 Barnes & Noble Monthly Picks | May 2025 Barnes & Noble Monthly Picks,https://www.barnesandnoble.com/w/remarkably-bright-creatures-shelby-van-pelt/1139955287?ean=9780063204164,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780063204164_p0.jpg?v=1777410306,2026-08-12T19:34:23+00:00
Daggermouth,H. M. Wolfe,31.0,34.0,8.82,4.7,101,Hardcover,9798347122363,Out of Stock,,Romance | Fiction | Fiction Subjects | Paranormal Romance | Romantic Fiction Themes | Settings & Atmosphere - Fiction | Science Fiction Romance | Romantic Suspense | Utopias/Dystopias - Fiction | Dark Romance,https://www.barnesandnoble.com/w/daggermouth-h-m-wolfe/1149473002?ean=9798347122363,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798347122363_p0.jpg?v=1783418896,2026-08-12T19:34:23+00:00
Sunrise on the Reaping (B&N Exclusive Edition) (A Hunger Games Novel),Suzanne Collins,14.99,17.99,16.68,4.7,211,BN Exclusive (Paperback),9798225069230,Out of Stock,,"Teens & YA | Teen Fiction | Science Fiction - Teen Fiction | Adventure & Survival - Teen Fiction | Choices & Transitions - Teen Fiction | Science fiction->Dystopian->Teen fiction | Dystopias/Utopias->Teen fiction | Best Books of the Year | Best Books of the Year 2025 | Barnes & Noble's Best Books of 2025 | Barnes & Noble's Best Young Adult Books of 2025 | Barnes & Noble Book of the Year | 2025 Barnes & Noble Book of the Year | 2025 Barnes & Noble Book of the Year Finalists | New York Times Best Books of 2025 | New York Times Notable Fiction of 2025 | USA Today's Best Books of 2025 | USA Today's Top 15 Books of 2025 | Science Fiction, Fantasy, & Horror Book Awards | Nebula Awards | 2025 Nebula Awards | Andre Norton Award for Middle Grade and Young Adult Fiction->2025 Nebula Finalists",https://www.barnesandnoble.com/w/sunrise-on-the-reaping-suzanne-collins/1145703863,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798225069230_p0.jpg?v=1769054079,2026-08-12T19:34:23+00:00
The Let Them Theory: A Life-Changing Tool That Millions of People Can't Stop Talking About,Mel Robbins,24.99,29.99,16.67,3.3,125,Hardcover,9781401971366,Out of Stock,,"Business | Self-Help & Relationships | Business Life & Careers | Business Life & Skills | Personal Growth | Business Life - General & Miscellaneous | Business Life - Inspirational | Success, Motivation & Self-Esteem | Best Books of the Year | Best Books of the Year 2025 | Barnes & Noble's Best Books of 2025 | Barnes & Noble's Best Personal Development Books of 2025 | Barnes & Noble Book of the Year | 2025 Barnes & Noble Book of the Year | 2025 Barnes & Noble Book of the Year Finalists",https://www.barnesandnoble.com/w/the-let-them-theory-mel-robbins/1146342595?ean=9781401971366,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781401971366_p0.jpg?v=1768989061,2026-08-12T19:34:23+00:00
Immortal Consequences: A Good Morning America YA Book Club Pick,I. V. Marie,14.99,,,4.3,42,Paperback,9780593898833,Out of Stock,,Teens & YA | Fiction | Teen Fiction | Fiction Subjects | Fantasy - Teen Fiction | Religion & Alternative Beliefs - Teen Fiction | Romance - Teen Fiction | Dark fantasy->Teen fiction | Occult & Alternate Beliefs->Teen fiction | Romance->Paranormal->Teen fiction | Hi-Lo Fiction | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | July 2026 Barnes & Noble Monthly Picks,https://www.barnesandnoble.com/w/immortal-consequences-i-v-marie/1147919965?ean=9780593898833,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593898833_p0.jpg?v=1773288449,2026-08-12T19:34:23+00:00
The Butcher's Masquerade (Dungeon Crawler Carl Series #5),Matt Dinniman,30.0,35.0,14.29,4.9,15,Hardcover,9780593955994,Out of Stock,,Science Fiction & Fantasy | Fantasy Fiction | Other Science Fiction Categories | Role-Playing Game Fiction | Adventure fantasy->Other | Action & Adventure Science Fiction | LitRPG Fiction,https://www.barnesandnoble.com/w/the-butchers-masquerade-matt-dinniman/1146460803?ean=9780593955994,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593955994_p0.jpg?v=1765122731,2026-08-12T19:34:23+00:00
Moss'd in Space,Rebecca Thorne,18.99,,,4.7,23,Paperback,9781250414144,Out of Stock,,Fiction | Romance | Science Fiction & Fantasy | LGBT Fiction | Paranormal Romance | Fantasy Fiction | Lesbian Fiction - Other | Science Fiction Romance | Cozy Fantasy | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | July 2026 Barnes & Noble Monthly Picks,https://www.barnesandnoble.com/w/mossd-in-space-rebecca-thorne/1148028687?ean=9781250414144,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781250414144_p0.jpg?v=1774903357,2026-08-12T19:34:23+00:00
Seek Immediate Shelter (Barnes & Noble Discover Prize Winner),Vincent Yu,25.99,28.99,10.35,3.8,32,Hardcover,9781250410122,Out of Stock,,Fiction | Literature | Fiction Subjects | American Fiction | Literary Fiction | Disasters & Accidents - Fiction | Settings & Atmosphere - Fiction | 21st Century American Fiction | Disasters - Fiction | Small Towns - Fiction | Barnes & Noble Monthly Picks | 2026 Barnes & Noble Monthly Picks | July 2026 Barnes & Noble Monthly Picks | Barnes & Noble Discover Prize | 2026 Barnes & Noble Discover Prize | 2026 Barnes & Noble Discover Prize Finalists | 2026 Barnes & Noble Discover Prize Winner,https://www.barnesandnoble.com/w/seek-immediate-shelter-vincent-yu/1148026418?ean=9781250410122,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781250410122_p0.jpg?v=1786383397,2026-08-12T19:34:23+00:00
The Song of Achilles,Madeline Miller,17.99,,,4.7,210,Paperback,9780062060624,Out of Stock,,Fiction | Literature | Fiction Subjects | American Fiction | Literary Fiction | Historical Fiction | Historical Figures - Fiction | Literary Styles & Movements - Fiction | 21st Century American Fiction | Ancient Greece - Historical Fiction | Deities - Fiction | Myths & Legends - Fiction | 2012 Orange Prize Shortlist | 2012 Orange Prize Winner | Washington Post Notable Fiction of 2012 | 2013 Stonewall Honor Books in Literature | Fiction Awards | British Literary Awards | Women's Prize for Fiction (formerly the Orange Prize for Fiction) | Previous Shortlists - Women's Prize for Fiction | All Winners - Women's Prize for Fiction | Best Books of the Year | Best Books of the Year 2012 | Washington Post Best Books of 2012 | LGBT Awards | Stonewall Book Awards | All Stonewall Honor Books in Literature,https://www.barnesandnoble.com/w/the-song-of-achilles-madeline-miller/1103167914?ean=9780062060624,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780062060624_p0.jpg?v=1768986166,2026-08-12T19:34:23+00:00
The Iliad: Translated by Emily Wilson,Homer,19.99,,,4.0,4,Paperback,9781324076148,Out of Stock,,Literature | Social Sciences | Poetry | Folklore & Mythology | Ancient & Classical Poetry | General & Miscellaneous Poetry | Greco-Roman Folklore & Mythology | Ancient Greek Poetry | Epic Poetry,https://www.barnesandnoble.com/w/the-iliad-homer/1143278097?ean=9781324076148,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781324076148_p0.jpg?v=1765226008,2026-08-12T19:34:23+00:00
Meet Me in Paris: A Novel,Kristin Harmel,29.0,,,4.5,64,Hardcover,9781668092538,Out of Stock,,Romance | Fiction | Fiction Subjects | Contemporary Romance | Women's Fiction | Travel & Transportation - Fiction | International Lovers - Contemporary Romance | Women - General & Miscellaneous - Fiction | Travel - Fiction,https://www.barnesandnoble.com/w/meet-me-in-paris-kristin-harmel/1148559951?ean=9781668092538,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781668092538_p0.jpg?v=1776946757,2026-08-12T19:34:23+00:00
Circe,Madeline Miller,19.99,,,4.5,70,Paperback,9780316556323,Out of Stock,,Awards | Fiction | Literature | Fiction Subjects | American Fiction | Historical Fiction | Literary Styles & Movements - Fiction | 21st Century American Fiction | Ancient Greece - Historical Fiction | Myths & Legends - Fiction | Publishers Weekly's Best Fiction of 2018 | TIME Magazine's 10 Best Fiction Books of 2018 | Barnes & Noble's Best Fiction of 2018 | Barnes & Noble's Best Fiction & Nonfiction of 2018 | Entertainment Weekly's 10 Best Books of 2018 | People Magazine's 10 Best Books of 2018 | Boston Globe's Best Fiction of 2018 | 2019 Alex Award Winners | 2019 Women's Prize for Fiction Shortlist | 2019 PBS NewsHour-New York Times Now Read This Book Club Selections | June 2020 Barnes & Noble Monthly Picks | Best Books of the Year | Best Books of the Year 2018 | Publishers Weekly's Best Books of 2018 | TIME Magazine's Best Books of 2018 | Barnes & Noble's Best Books of 2018 | Entertainment Weekly's Best Books of 2018 | People Magazine's Best Books of 2018 | Boston Globe's Best Books of 2018 | Teen Book Awards | Alex Awards | Previous Winners - Alex Awards | Fiction Awards | British Literary Awards | Women's Prize for Fiction (formerly the Orange Prize for Fiction) | Previous Shortlists - Women's Prize for Fiction | Book Club Selections | PBS NewsHour-New York Times Now Read This Book Club | Barnes & Noble Monthly Picks | Previous Barnes & Noble Monthly Picks | 2020 Barnes & Noble Monthly Picks | Hi-Lo Fiction,https://www.barnesandnoble.com/w/circe-madeline-miller/1028697822?ean=9780316556323,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780316556323_p0.jpg?v=1785354896,2026-08-12T19:34:23+00:00
The Shampoo Effect (Read with Jenna Pick),Jenny Jackson,27.0,30.0,10.0,4.0,12,Hardcover,9798217059959,Out of Stock,,Fiction | Literature | Awards | Fiction Subjects | Literary Fiction | Women's Fiction | Family & Friendship - Fiction | Settings & Atmosphere - Fiction | Women - Between Friends | Family Life - Fiction | Small Towns - Fiction | Friendship - Fiction | Book Club Selections | Barnes & Noble Book Club | 2026 Barnes & Noble Book Club Selections | Read with Jenna Today Book Club | 2026 Read with Jenna Today Book Club Picks,https://www.barnesandnoble.com/w/the-shampoo-effect-jenny-jackson/1148139092?ean=9798217059959,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798217059959_p0.jpg?v=1782318692,2026-08-12T19:34:23+00:00
"Jujutsu Kaisen, Vol. 1",Gege Akutami,11.99,,,5.0,30,Paperback,9781974710027,Out of Stock,,Graphic Novels & Comics - Manga | Manga | Action & Adventure Manga | Fantasy Manga | Shonen - General & Miscellaneous | Barnes & Noble's Best Manga & Light Novel Series of 2021 | Best Books of the Year | Best Books of the Year 2021 | Barnes & Noble's Best Books of 2021,https://www.barnesandnoble.com/w/jujutsu-kaisen-vol-1-gege-akutami/1130959945?ean=9781974710027,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781974710027_p0.jpg?v=1764932591,2026-08-12T19:34:23+00:00
