title,author,current_price,original_price,discount_percent,rating,review_count,format,isbn,availability,bestseller_rank,category,product_url,image_url,scraped_at
Throne of Glass (Throne of Glass Series #1),Sarah J. Maas,19.0,,,4.6,132,Paperback,9781639730957,Out of Stock,,Science Fiction & Fantasy | Fantasy Fiction | Epic Fantasy | Fantasy - Women of Lore,https://www.barnesandnoble.com/w/throne-of-glass-sarah-j-maas/1141902141?ean=9781639730957,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781639730957_p0.jpg?v=1771879196,2026-08-12T19:34:23+00:00
Cozy Cuties: Coloring Book for Adults and Kids,Coco Wyo,8.99,,,,,Paperback,9798217116850,Out of Stock,,Kids | Fiction & Literature - Kids | Animals - Kids Fiction | Activity Books - Kids Fiction | General & Miscellaneous Animals - Kids Fiction | Activity books->General & Miscellaneous->Children's fiction | Coloring books->Children's fiction,https://www.barnesandnoble.com/w/cozy-cuties-coco-wyo/1150127533?ean=9798217116850,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9798217116850_p0.jpg?v=1765253349,2026-08-12T19:34:23+00:00
The God of the Woods: A Novel,Liz Moore,16.0,19.0,15.79,4.0,54,Paperback,9780593418925,Out of Stock,,Fiction | Literature | Awards | Fiction Subjects | American Fiction | Family & Friendship - Fiction | Literary Fiction | Crimes - Fiction | 21st Century American Fiction | Family Sagas - Fiction | Missing Persons - Fiction | Family Secrets - Fiction | Best Novel Nominees->2025 Anthony Awards | Best Novel Nominees->2025 Barry Awards | Mystery/Thriller->2024 Los Angeles Times Book Prize Finalists | Barnes & Noble Book Club Selections 2024 | Mystery & Thriller Book Awards | Anthony Awards | 2025 Anthony Awards | Barry Awards | 2025 Barry Awards | Other Awards | Los Angeles Times Book Prizes | 2024 Los Angeles Times Book Prizes | Book Club Selections | Barnes & Noble Book Club | Best Books of the Year | Best Books of the Year 2024 | Barnes & Noble's Best Books of 2024 | Barnes & Noble's Best Fiction of 2024 | Barnes & Noble Book of the Year | Previous Barnes & Noble Book of the Year | 2024 Barnes & Noble Book of the Year | 2024 Barnes & Noble Book of the Year Finalists | People Magazine's Best Books of 2024 | People Magazine's 10 Best Books of 2024 | Barnes & Noble Monthly Picks | Previous Barnes & Noble Monthly Picks | 2025 Barnes & Noble Monthly Picks | November 2025 Barnes & Noble Monthly Picks,https://www.barnesandnoble.com/w/the-god-of-the-woods-liz-moore/1144221048?ean=9780593418925,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780593418925_p0.jpg?v=1768956328,2026-08-12T19:34:23+00:00
Theo of Golden: A Novel,Allen Levi,12.99,,,4.6,139,EBook,9781668236536,In Stock,,Fiction | Literature | Fiction Subjects | Literary Fiction | Settings & Atmosphere - Fiction | Small Towns - Fiction,https://www.barnesandnoble.com/w/theo-of-golden-allen-levi/1143923011?ean=9781668236536,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781668236536_p0.jpg?v=1771942061,2026-08-12T19:34:23+00:00
Tender Is the Flesh,Agustina Bazterrica,17.99,,,4.1,58,Paperback,9781982150921,Out of Stock,,Fiction | Literature | World Fiction | Fiction Subjects | Literary Fiction | Latin American Fiction | Politics & Social Issues - Fiction | Settings & Atmosphere - Fiction | Argentine Fiction | Social Criticism - Fiction | Utopias/Dystopias - Fiction | Vogue's Best Books of 2020 | Best Books of the Year | Best Books of the Year 2020,https://www.barnesandnoble.com/w/tender-is-the-flesh-agustina-bazterrica/1135277372?ean=9781982150921,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781982150921_p0.jpg?v=1772808612,2026-08-12T19:34:23+00:00
The Giver (Newbery Medal Winner),Lois Lowry,11.99,,,4.0,493,Paperback,9780544336261,Out of Stock,,Teens & YA | Fiction | Teen Fiction | Movie & TV Tie-Ins | Classics - Teen Fiction | Science Fiction - Teen Fiction | Books at the Movies | Movies & TV - Teen Fiction | Young Adult Classics->Teen fiction | Science fiction->Dystopian->Teen fiction | Books at the movies->Teen fiction | Science fiction->Future->Teen fiction | 1988-2000 - Rebecca Caudill Young Readers' Book Award Winners | 1997 New Mexico Land of Enchantment Book Award | 1996 William Allen White Children's Book Award | 1997 Buckeye Children's Book Award->Grades 6-8 | 1996 Great Stone Face Book Award | 1995-2000 Winner - Garden State Teen Book Awards - Fiction Grades 6-8 | 1996 Pacific Northwest Library Association's Young Reader's Choice Award->Senior | 1995 Massachusetts Children's Book Award->Honor Book | 1994-1995 Maryland Black-Eyed Susan Book Award Winners | Grades 6-9->Maryland Black-Eyed Susan Book Award Winners | 1996 Oklahoma Sequoyah Book Award->Young Adult | 1994 Newbery Medal | 2007 Margaret A. Edwards Award Winner | 1991-2000->Boston Globe-Horn Book Honor Books->Fiction | Kids' Book Awards | Illinois Rebecca Caudill Young Readers' Book Award | All Winners - Rebecca Caudill Young Readers' Book Award | New Mexico Land of Enchantment Book Award | 1990s New Mexico Land of Enchantment Book Award | Kansas William Allen White Children's Book Awards | 1990s - Kansas William Allen White Children's Book Awards | Ohio Buckeye Children's Book Award | 1990s - Ohio Buckeye Children's Book Award | New Hampshire Great Stone Face Book Award | 1990s - New Hampshire Great Stone Face Book Award | Teen Book Awards | New Jersey Garden State Teen Book Awards | Garden State Teen Book Awards - Fiction Grades 6-8 | Pacific Northwest Library Association's Young Reader's Choice Award | 1990s Pacific Northwest Library Association's Young Reader's Choice Award | Massachusetts Children's Book Award | 1990s - Massachusetts Children's Book Award | Maryland Black-Eyed Susan Awards | Winners by Year - Maryland Black-Eyed Susan Book Awards | Winners by Category - Maryland Black-Eyed Susan Book Awards | Oklahoma Sequoyah Book Awards | 1990s - Oklahoma Sequoyah Book Awards | Newbery Medal | All Newbery Medal Winners | Margaret A. Edwards Award | Margaret A. Edwards Award - Previous Winners | Boston Globe-Horn Book Awards | Previous Honor Books - Boston Globe-Horn Book Awards,https://www.barnesandnoble.com/w/the-giver-lois-lowry/1100295882?ean=9780544336261,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780544336261_p0.jpg?v=1765091346,2026-08-12T19:34:23+00:00
"Jujutsu Kaisen, Vol. 30",Gege Akutami,11.99,,,4.6,25,Paperback,9781974763405,Out of Stock,,Graphic Novels & Comics - Manga | Manga | Action & Adventure Manga | Fantasy Manga | Shonen - General & Miscellaneous,https://www.barnesandnoble.com/w/jujutsu-kaisen-vol-30-gege-akutami/1148560990?ean=9781974763405,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781974763405_p0.jpg?v=1768975878,2026-08-12T19:34:23+00:00
Hunting Season (Signed B&N Exclusive Book) (The Seasons of Carnage Trilogy #3),Brynne Weaver,28.95,,,,,Signed Exclusive (Hardcover),9781638936688,Pre-Order,,Romance | Romantic Fiction Themes | Other Romance Categories | Romantic Comedy | Romance - New Adult | Romantic Suspense,https://www.barnesandnoble.com/w/hunting-season-brynne-weaver/1150844183,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781638936688_p0.jpg?v=1784812560,2026-08-12T19:34:23+00:00
Witch Hat Atelier 1,Kamome Shirahama,12.99,,,4.7,78,Paperback,9781632367709,Out of Stock,,Graphic Novels & Comics - Manga | Manga | Fantasy Manga | Magical Girl Manga | Best U.S. Edition of International Material (Asia)->Eisner Award Winners | 2020 Eisner Award Winners | Graphic Novels & Comics Awards | Eisner Awards | Eisner Awards - Winners by Category | Eisner Awards - Previous Winners by Year,https://www.barnesandnoble.com/w/witch-hat-atelier-1-kamome-shirahama/1129102643?ean=9781632367709,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781632367709_p0.jpg?v=1764887959,2026-08-12T19:34:23+00:00
The Ballad of Falling Dragons (Deluxe Limited Edition) (The Moonfall Series #2),Sarah A. Parker,31.0,34.0,8.82,4.7,37,Hardcover,9780063415898,Out of Stock,,Science Fiction & Fantasy | Romance | Fantasy Fiction | Paranormal Romance | Epic Fantasy | Fantasy Romance | Adventure fantasy->Other | Fantasy - Myths & Legends,https://www.barnesandnoble.com/w/the-ballad-of-falling-dragons-sarah-a-parker/1146054865?ean=9780063415898,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780063415898_p0.jpg?v=1780349030,2026-08-12T19:34:23+00:00
Just for the Plot (Deluxe Edition),Meghan Quinn,16.99,19.99,15.01,4.8,18,Paperback,9781464237843,Out of Stock,,Romance | Contemporary Romance | Other Romance Categories | Sports Romance | Romance - New Adult,https://www.barnesandnoble.com/w/just-for-the-plot-meghan-quinn/1149389012?ean=9781464237843,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781464237843_p0.jpg?v=1782310265,2026-08-12T19:34:23+00:00
The Gilded Blade (B&N Exclusive Edition),Jennifer Lynn Barnes,21.99,,,5.0,14,BN Exclusive (Hardcover),9780316609616,Out of Stock,,Teens & YA | Teen Fiction | Thrillers & Suspense - Teen fiction | Adventure & Survival - Teen Fiction | Family & Relationships - Teen Fiction | Mystery & Crime - Teen Fiction | Romance - Teen Fiction | Psychological thrillers->Teen fiction | Adventure->Teen fiction | Siblings->Teen fiction | Mysteries->Teen fiction | Romance->Contemporary->Teen fiction,https://www.barnesandnoble.com/w/the-gilded-blade-jennifer-lynn-barnes/1147912627,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780316609616_p0.jpg?v=1781721161,2026-08-12T19:34:23+00:00
The Great Gatsby,F. Scott Fitzgerald,17.0,,,4.3,169,Paperback,9780743273565,Out of Stock,,"Fiction | Literature | Fiction Subjects | Movie & TV Tie-Ins | American Fiction | Business, Work, & Money - Fiction | Literary Styles & Movements - Fiction | Books at the Movies | Literary Fiction | Conflicts - Fiction | Love & Relationships - Fiction | Arts & Entertainment - Fiction | Motivations - Fiction | 20th Century American Fiction | American Literary Movements | Tycoons - Fiction | Fiction Classics - Other | Classic Fiction - Books at the Movies | Fiction Classics | Class Conflict - Fiction | Love Triangles - Fiction | Alienation & Disillusionment - Fiction | Jazz - Fiction | American Dream - Fiction | Hedonism & Decadence - Fiction | 20th Century American Fiction - 1920-1940 - Lost Generation",https://www.barnesandnoble.com/w/the-great-gatsby-f-scott-fitzgerald/1116668135?ean=9780743273565,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780743273565_p0.jpg?v=1771080981,2026-08-12T19:34:23+00:00
The Knight and the Moth,Rachel Gillig,16.99,19.99,15.01,4.7,61,Paperback,9780316573757,Out of Stock,,Science Fiction & Fantasy | Romance | Fantasy Fiction | Paranormal Romance | Epic Fantasy | Dark Fantasy | Fantasy Romance | Best Books of the Year | Best Books of the Year 2025 | Barnes & Noble's Best Books of 2025 | Barnes & Noble's Best Science Fiction & Fantasy Books of 2025 | Harper's Bazaar Best Books of 2025 | Harper's Bazaar 10 Best Books of 2025,https://www.barnesandnoble.com/w/the-knight-and-the-moth-rachel-gillig/1146221051?ean=9780316573757,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780316573757_p0.jpg?v=1785360281,2026-08-12T19:34:23+00:00
"Dungeon Crawler Carl, Vol. 1 (Graphic Novel)",Matt Dinniman,19.99,,,4.5,2,Paperback,9781638493655,Out of Stock,,"Graphic Novels & Comics | Science Fiction & Fantasy | Science Fiction, Fantasy & Horror Comics & Graphic Novels | Other Science Fiction Categories | Other Fantasy Fiction Categories | Science Fiction Comic Books & Graphic Novels | Fantasy Comic Books & Graphic Novels",https://www.barnesandnoble.com/w/dungeon-crawler-carl-vol-1-matt-dinniman/1146889387?ean=9781638493655,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781638493655_p0.jpg?v=1764930946,2026-08-12T19:34:23+00:00
I Am Rebel (B&N Exclusive Edition) (2025 B&N Children's Book of the Year),Ross Montgomery,9.99,,,5.0,45,BN Exclusive (Paperback),9781536251265,Out of Stock,,"Kids | Fiction & Literature - Kids | Animals - Kids Fiction | Dogs - Kids Fiction | Adventure, Adventurers & Heroes - Kids Fiction | Social Issues - Kids Fiction | Dogs->Children's fiction | Barnes & Noble Monthly Picks | Previous Barnes & Noble Monthly Picks | 2025 Barnes & Noble Monthly Picks | June 2025 Barnes & Noble Monthly Picks | Best Books of the Year | Best Books of the Year 2025 | Barnes & Noble's Best Books of 2025 | Barnes & Noble's Best Young Reader Books of 2025 | Barnes & Noble Book of the Year | 2025 Barnes & Noble Book of the Year | 2025 Barnes & Noble Book of the Year Finalists | 2025 Barnes & Noble Children's Books of the Year",https://www.barnesandnoble.com/w/i-am-rebel-ross-montgomery/1144510238,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781536251265_p0.jpg?v=1768966990,2026-08-12T19:34:23+00:00
The Martian,Andy Weir,19.0,,,4.7,445,Paperback,9780553418026,Out of Stock,,Science Fiction & Fantasy | Fiction | Fiction Subjects | High Tech and Hard Science Fiction | Space Exploration - Fiction | Science Fiction - Science of Space Travel | Science Fiction - Explorers & Frontier Worlds | Publishers Weekly's Best Mysteries/Thrillers of 2014 | Wall Street Journal's Best Fiction of 2014 | 2015 Alex Awards | 2015 Thriller Award Nominees | Best Books of the Year | Best Books of the Year 2014 | Publishers Weekly's Best Books of 2014 | Wall Street Journal's Best Books of 2014 | Teen Book Awards | Alex Awards | Previous Winners - Alex Awards | Mystery & Thriller Book Awards | Thriller Awards | Previous Thriller Award Nominees | Hi-Lo Fiction,https://www.barnesandnoble.com/w/the-martian-andy-weir/1114993828?ean=9780553418026,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780553418026_p0.jpg?v=1765096507,2026-08-12T19:34:23+00:00
Never Lie,Freida McFadden,17.99,,,4.1,72,Paperback,9781728296166,Out of Stock,,Mystery & Thrillers | Thrillers | Psychological Suspense,https://www.barnesandnoble.com/w/never-lie-freida-mcfadden/1142398233?ean=9781728296166,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781728296166_p0.jpg?v=1768976418,2026-08-12T19:34:23+00:00
Artemis,Andy Weir,21.0,,,4.6,11,Paperback,9780553448146,Out of Stock,,Mystery & Thrillers | Science Fiction & Fantasy | Fiction | Fiction Subjects | Thrillers | High Tech and Hard Science Fiction | Crimes - Fiction | Thrillers - Conspiracies & Cover-Ups | Science Fiction - High Tech | Smuggling - Fiction | Barnes & Noble's Best Fiction of 2017 | Best Books of the Year | Best Books of the Year 2017 | Barnes & Noble's Best Books of 2017,https://www.barnesandnoble.com/w/artemis-andy-weir/1126357957?ean=9780553448146,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780553448146_p0.jpg?v=1765096541,2026-08-12T19:34:23+00:00
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,19.99,,,5.0,2,Paperback,9780857197689,Out of Stock,,"Business | Self-Help & Relationships | Personal Finance & Investing | Professional Finance & Investing | Personal Growth | Corporate Finance | Personal Finance - General & Miscellaneous | Success, Motivation & Self-Esteem | Financial Risk Management | Personal finance->Psychological aspects | Money->Psychological aspects | Wealth->Psychological aspects",https://www.barnesandnoble.com/w/the-psychology-of-money-morgan-housel/1136394564?ean=9780857197689,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9780857197689_p0.jpg?v=1783959815,2026-08-12T19:34:23+00:00
"Max, a Little Axolotl #1 (An Original Graphic Novel)",Joey Spiotto,12.99,,,5.0,2,Paperback,9781546169451,Out of Stock,,Kids | Fiction & Literature - Kids | Animals - Kids Fiction | Comic Books & Graphic Novels - Kids Fiction | Humor - Kids Fiction | General & Miscellaneous Animals - Kids Fiction | Comics (Graphic novels)->Humorous->Children's fiction,https://www.barnesandnoble.com/w/max-a-little-axolotl-1-joey-spiotto/1146576045?ean=9781546169451,https://cdn.shopify.com/s/files/1/0674/5433/7265/files/9781546169451_p0.jpg?v=1765385915,2026-08-12T19:34:23+00:00
